,organizationId,platform,title,description,proposer,proposalCreatedAt,proposalNativeId,endedAt,status,totalVotes,choicesMappedToScores,proposalUrl,proposerProfilePageUrl
0,da9956dc-8a87-40c0-a066-b8991d67e574,SNAPSHOT,薄饼会不会搞合成衍生品?,,0xcc6b6d9837e9bf700faba3cdfe956cd6ac0b60fa,2022-02-15T13:40:57.000Z,0x573957010cab869ec485ca2f58255bba683fa27245c8c4b16222a225e8e9c9ef,2022-12-31T04:00:00.000Z,ACTIVE,78,"{""会"":""["",""不会"":""3"",""不知道"":""7""}",https://deepdao.io/feed-proposal/0x573957010cab869ec485ca2f58255bba683fa27245c8c4b16222a225e8e9c9ef,https://deepdao.io/user/0xcc6b6d9837e9bf700faba3cdfe956cd6ac0b60fa/verified_dao_experience
1,da9956dc-8a87-40c0-a066-b8991d67e574,SNAPSHOT,PancakeSwap USD ,"Make a stablecoin backed by CAKE, called PUSD (PancakeSwap USD).

PUSD's market cap will be controlled for CAKE and PancakeSwap's safety and future.

PUSD's marketcap will not be allowed to surpass 10% of CAKE's marketcap.

PUSD will only be sold on PancakeSwap.

To control PUSD's marketcap, once it's past the 10% limit, PUSD will be more expensive than a dollar. If PUSD gets bought for more than a dollar the added price will be used to buy CAKE then burned. One PUSD will keep getting more expensive relative to the dollar as the percent of PUSD's market cap goes up further to the 10% limit.

One PUSD is exchangeable for 1 dollar worth of cake and vice versa in normal circumstances, but if PUSD's market cap goes up the 10% limit, exchanging 1 CAKE (let's say 1 CAKE is 10$) for PUSD will not give 10 PUSD because it's up the limit. However 10 PUSD can be exchanged for more than one CAKE, if the price is above a dollar, this will still have the fee.

Selling PUSD for CAKE will have a 1% fee, but buying PUSD does not. Fee will be used to burn CAKE.

PUSD can be staked to earn cake. With low interest rates, lower than what you would get to stake CAKE to earn CAKE.

PUSD staking will also have lock times. similar to CAKE staking, this will have afterburner and multipliers effects.

PUSD is not the best stablecoin, but it's safe, 100% backed, sustainable, and will not cause a crisis like Terra has.
",0x2f4879b1e962df56a82a8758a58344fa706d8943,2022-07-12T06:49:49.000Z,bafkreiene3y4blsvjvne5baibhpplklrvtjulijwprrkdb7mh4eiz4jab4,2023-08-07T17:00:00.000Z,ACTIVE,78,"{""Let's add PUSD to PancakeSwap."":""["",""This will be a waste of time."":""3""}",https://deepdao.io/feed-proposal/bafkreiene3y4blsvjvne5baibhpplklrvtjulijwprrkdb7mh4eiz4jab4,https://deepdao.io/user/0x2f4879b1e962df56a82a8758a58344fa706d8943/verified_dao_experience
2,60c9b31c-4495-4028-aeac-eb7bb117fece,SNAPSHOT,Instaverse – build your metaverse presence instantly,"> by 0x538ce85ccf6080cec960bc5341787691217c4d97 (Johnny#4d97)

Should the following Tier 5: up to $120,000 USD, 6 months vesting (1 month cliff) grant in the Content Creator category be approved?

## Abstract

To build a presence/scene for brand in Decentraland requires experience and is accessible mostly for skilled people so far.

In DAPPCRAFT we realized that we can lower the entry barrier into Decentraland for everyone without platform/builder experience.

This is how Instaverse was born - an easy way for everyone to bring an Instagram profile into Metaverse as an auto generated scene with a few clicks. The scene is pre-customized to profile look and feel and then deployed into Decentraland.
Instaverse is a great tool for anyone who wants to create a Decentraland presence, regardless of their skill level. With Instaverse, anyone can easily create and access their own Decentraland world.


## Grant size

116,400 USD

## Beneficiary address

0xf49056577a9266cd6CFd1B8f6ac151D9BB3671d7

## Email address

johnny.k@dapp-craft.com

## Description

### This project is going to solve:

*   easy entry for influencers and bloggers to share metaverse space with friends
*   give landowners ability to lend their land
*   lower barrier entry to business into Decentraland

InstaVerse is a platform for anyone to create amazing scene in Decentraland based on Instagram profile in 3 easy steps:

![3 easy steps](https://instaverse-grant.s3.amazonaws.com/steps.png)
This means that there is a larger pool of people who are able to create amazing scenes and share them with friends to hang out together.

### How Instaverse is going to be self sustainable?

We are going to use the subscription model for users and charge a monthly fee for a “private residence” scene in Decentraland or place in Instaverse Tower. This will allow keeping their ""spaces"" online, similar to hosting websites in classic web20 hosting business.
As we have a verbal agreement with the number of landowners, we are going to start with free of charge model to attract more users.

### Instaverse Tower

It is a new skyscraper scene in Decentraland that will offer an affordable space for everyone at a lower price. This is a great entry point for creators/businesses to opportunity to get involved in the Metaverse. Creators can use this space to reach a wider audience.
In future plans, we have a vision to have multiple towers as a scalable solution.

### For Landowners

Landowners can make money by leasing out their land to Instaverse and use a subscription-based system. In this system, users pay a subscription fee that allows them to use the land to host a scene. The landowner makes money from the subscriptions that are paid each month.

### Long term vision

In the future, we will expand our services to work with other social networks like Facebook (Facebook pages), LinkedIn, Twitter, TikTok, YouTube, ArtStation, Behance, and websites to create a rich and easy-to-use experience for metaverse integration.


## Specification

### Private Residence

A 1x1 private space generated based on Instagram profile.

![proccess-1](https://instaverse-grant.s3.amazonaws.com/scene-proccess.jpg)
![proccess-2](https://instaverse-grant.s3.amazonaws.com/scene-proccess2.jpg)

**Space customization includes:**

*   Pictures gallery from Instagram feed
*   The Stable Diffusion AI models will generate unique textures based on the profile data. This will give a personalized look and feel for a scene
*   Instagram highlights

### USERNAME AND PICTURE

![custom-1](https://instaverse-grant.s3.amazonaws.com/preview-1.jpg)

### PHOTO FEED AND HIGHLIGHTS

![custom-2](https://instaverse-grant.s3.amazonaws.com/preview-2.jpg)

### DIFFERENT COLOR SCHEMES WITH AI-GENERATED TEXTURES

![custom-3](https://instaverse-grant.s3.amazonaws.com/preview-3.jpg)

### Instaverse Tower

Each Instaverse Tower will have 4x4 size and 15 floors. This will allow providing services for about 150 owners per one spot. This will save on renting/buying land, construction costs and get beautifully designed space. In the future, it opens a variety of others gamified in exciting ways that would include all participants and their guests.

### System architecture

![System architecture](https://instaverse-grant.s3.amazonaws.com/system-flow.jpg)

### We are going to build architecture with the following modules:

1.  **Parser** - Instagram profile scraper. We need to make sure we respect the platform restrictions.
2.  **Color picker.** This module will figure out the main 3 colors in Instagram profile based on avatar, highlights, feed.
3.  **AI texture generator.** Based on the main color from Instagram profile, we use Stable Diffusion which is open source and specially trained model to generate textures. Example.
4.  **Scene assembler.** The user data (links and pictures) is applied to a 3D scene.
5.  **Deployment module.** We are going to create automating deployment scripts. At DAPPCRAFT we already have DevOps scripts in place. We're going to reuse them and adapt in this project.

***

### SCENE DEMO

[![preview](https://instaverse-grant.s3.amazonaws.com/video-preview.jpg)](https://youtu.be/3nAbzjpSYT8)


## Personnel

**Total team: 10 members:**

*   CEO, Johnny Kartakov (LinkedIn)
*   Chief Metaverse Officer/Product Manager, Demian G (DAPPCRAFT co-founder & CEO)
*   COO, Dmitry Gladky (COO DAPPCRAFT)
*   3D Lead, Chris N.,
*   3D modeling - Ayrat Abdullaev
*   System Architect, Sergey Drobashenko
*   Front-end developer, HTML/CSS/JavaScript, Alexander Mikhutkin
*   Front-end developer, TypeScript - Vlad Rytov
*   Backend developer, Python - Andrey D.
*   DevOps, automation & monitoring - TBD
*   Quality Assurance Engineer - TBD

**Budget**

*   Team compensation: $16 600 per month or a total of $99 600
*   UI/UX (external team): $4600
*   Servers cost for 12 months: $7400 (~$500/month with GPU support server, ~$120/month web server stack)
*   Operational budget: $4800


## Roadmap and milestones

Milestone #1: 28 of February 2023.

*   Landing page with 3 steps. Instagram based scene generation.
*   Automated scene deploy to Decentraland.
*   AI texture generation for scene.

Milestone #2: 30 of April 2023.

*   Payment system integration for subscription.
*   A/B testing and optimization for onboarding process.
*   Land deployment delegation for landowners to get paid for subscription.

Milestone #3: 30 of June 2023.

*   Instaverse Tower - an affordable way for everyone to get an own space in the metaverse.

At DAPPCRAFT we continue to bring new ideas to help Decentraland grow by making it accessible for a wider audience.

**[Vote on this proposal on the Decentraland DAO](https://governance.decentraland.org/proposal/?id=e039b690-698c-11ed-a69f-9d162c5cc598)**",0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69,2022-11-21T11:08:50.000Z,0x5482380c546b9680bd952731124f427927d5322b046b7748dc877baf696f8ea5,2022-12-05T11:08:00.000Z,ACTIVE,77,"{""yes"":""["",""no"":""6""}",https://deepdao.io/feed-proposal/0x5482380c546b9680bd952731124f427927d5322b046b7748dc877baf696f8ea5,https://deepdao.io/user/0xbb7b59afa3a0e5be143b8fe9c641f00c1ecb9d69/verified_dao_experience
3,da9956dc-8a87-40c0-a066-b8991d67e574,SNAPSHOT,"Help for visual impaired , heavy decreasing sight loss","Hello Pancake comunity
I'm looking for help, because i lost my job due to my visual impairment / heavy sight loss. (i see only 2% on my left eye and 6% on my right eye.. i'm writing this with help of a special, pricy software for visual impaired people.
It's getting harder to remain positive.. it's difficult to stay afloat.
if you can help would be great.
thanks to all for your kindness.


Donation: 0x4D30d5D9E751830Fb1e7FF47ec84f1d2e96E3437
",0x4d30d5d9e751830fb1e7ff47ec84f1d2e96e3437,2022-11-13T01:55:41.000Z,0xe3804ddfb773160703e0e0e04bb0ff88f684f37c565586096f9fe23d741cac39,2022-12-13T22:00:00.000Z,ACTIVE,76,"{""i help you"":""["",""good luck"":""3""}",https://deepdao.io/feed-proposal/0xe3804ddfb773160703e0e0e04bb0ff88f684f37c565586096f9fe23d741cac39,https://deepdao.io/user/0x4d30d5d9e751830fb1e7ff47ec84f1d2e96e3437/verified_dao_experience
4,da9956dc-8a87-40c0-a066-b8991d67e574,SNAPSHOT,Move from Russia,"I want to move from Russia because i dont want to kill Ukranians and i dont want to be killed also. Please help, i have two little kids and  a wife to take care of and i dont have savings to move. Please donate as much as you can, every dollar will help. Thanks in advance to all the kind people!🙏  God bless you and your family!🙏🙏🙏

Cake address for donations:  0xD54D51fE0B2E1b44cdfac953D5cDbf6cABA7eC93",0xd54d51fe0b2e1b44cdfac953d5cdbf6caba7ec93,2022-11-03T09:46:29.000Z,0x77a0c3bec912cc723e7ad47923db511c385b9dc8f2ca37374c4709ff2e74d776,2022-12-31T17:00:00.000Z,ACTIVE,76,"{""I have the oportunity to help."":""["",""I can't help but I will pray for you."":""1""}",https://deepdao.io/feed-proposal/0x77a0c3bec912cc723e7ad47923db511c385b9dc8f2ca37374c4709ff2e74d776,https://deepdao.io/user/0xd54d51fe0b2e1b44cdfac953d5cdbf6caba7ec93/verified_dao_experience
5,da9956dc-8a87-40c0-a066-b8991d67e574,SNAPSHOT,Offer a BSC index fund,"Offer a marketcap weighted index fund of the top 10/20 cryptocurrencies in the BSC by marketcap. 

Call it the BSC index. 

I'll let the smart guys in the kitchen decide the fee.

",0x2f4879b1e962df56a82a8758a58344fa706d8943,2022-06-27T12:38:52.000Z,bafkreidu6micq7c5tbsvve2ru5kafybobirce2iwnxy3xpy6cf65if5w7y,2023-06-30T17:30:00.000Z,ACTIVE,76,"{""Let's do it."":""["",""How about no."":""1""}",https://deepdao.io/feed-proposal/bafkreidu6micq7c5tbsvve2ru5kafybobirce2iwnxy3xpy6cf65if5w7y,https://deepdao.io/user/0x2f4879b1e962df56a82a8758a58344fa706d8943/verified_dao_experience
6,da9956dc-8a87-40c0-a066-b8991d67e574,SNAPSHOT,New Deflationary NFT  (With NFT Burning) ,"For the next NFT i would like to see a burning mechanism exclusively for that NFT. 

Fees: 2% + 3% 

The 3% extra Fee will be used to rebuy the cheapest NFT and then burnt. 

",0x42ba001719ce41fd28249073a7fb55630b5f9185,2021-10-14T08:31:54.000Z,QmZpb1zMiT62HozKf8ByqBqriZRjyzf9eXMqWau1xQeYCf,2022-12-31T00:00:00.000Z,ACTIVE,76,"{""Support"":""["",""Don't support"":""1""}",https://deepdao.io/feed-proposal/QmZpb1zMiT62HozKf8ByqBqriZRjyzf9eXMqWau1xQeYCf,https://deepdao.io/user/0x42ba001719ce41fd28249073a7fb55630b5f9185/verified_dao_experience
7,b1ed9192-7150-4136-891e-a35e89d8e84a,SNAPSHOT,MIP4 - Age 3 total distribution,"The Morpho association proposes to distribute 10M $MORPHO tokens (1% of total supply) during Age 3, with a constant distribution across all three epochs. The allotment between markets would follow from gauges votes (MIP3).",0x6abfd6139c7c3cc270ee2ce132e309f59caaf6a2,2022-11-30T12:23:04.000Z,0x051a622bf3e9e340718d73483a7ff5d8c3d5ce12f8e7093eb06d5e94adfc39f2,2022-12-04T12:22:53.000Z,ACTIVE,75,"{""Yes, distribute 10M $MORPHO"":""["",""No, do nothing"":""6""}",https://deepdao.io/feed-proposal/0x051a622bf3e9e340718d73483a7ff5d8c3d5ce12f8e7093eb06d5e94adfc39f2,https://deepdao.io/user/0x6abfd6139c7c3cc270ee2ce132e309f59caaf6a2/verified_dao_experience
8,73faee3d-dc41-472c-9d62-4de4f4dbc500,SNAPSHOT,喜欢小狐狸吗？,,0x374cb27a8753520bb153906a0a34cc823cea3c3e,2022-08-30T10:14:53.000Z,0x57078c920bd1019d2f5f4d157d5a3fa748e231af4baa5f9058209714c2b6e551,2025-12-31T04:00:00.000Z,ACTIVE,74,"{""喜欢"":""["",""➕1"":""7""}",https://deepdao.io/feed-proposal/0x57078c920bd1019d2f5f4d157d5a3fa748e231af4baa5f9058209714c2b6e551,https://deepdao.io/user/0x374cb27a8753520bb153906a0a34cc823cea3c3e/verified_dao_experience
9,090e84c6-4a78-4245-845a-d57e940bf0e0,SNAPSHOT,SIP-0 How To Create Proposals & Vote,"How to create a proposal?
1. Go to a project space.
2. Click on “Connect wallet” button in top right corner.
3. Connect with wallet provider where you hold relevant token.
4. Click on “New proposal” button at the project homepage.
5. Fill out the Title in accordance with project naming standard.
6. Fill out the large text field with your community proposal.
7. Select the desired voting options.
8. Now go to the “Actions” box.
9. Select the start date.
10. Select the end date (Allow enough time for voting).
11. Fill out the Snapshot block number (See below: Add a snapshot block number).
12. Click on “Publish” to create the proposal.
13. Sign the message via your wallet and you are done.

Add a Snapshot block number
This number is important, to lock the state of community members who are able to vote. Meaning that if you attempt to vote on a proposal and block number is in the past, and you weren't holding required token yet, your vote will not be counted.
- You can click the ""?"" top right the snapshot website, and get the blocknumber from there.
- Or just look at etherscan.io/blocks and use the last block number.

Vote on a proposal

1. Go to your project's snapshot.page
2. Click on “Connect wallet” button in top right corner 
3. Connect with wallet provider where you hold relevant token
4. Click on the option you want to vote for 
5. Sign the message via your wallet and done",0x73c903e5175984406646bcdd837ee2a200eadcfd,2021-03-09T15:50:18.000Z,QmfKo4TnZfTDxavHVp1hVZz7iscTAeMLTqHtF9GorWS6iM,2026-10-31T11:00:00.000Z,ACTIVE,73,"{""Understandable"":""["",""https://docs.snapshot.org"":""3""}",https://deepdao.io/feed-proposal/QmfKo4TnZfTDxavHVp1hVZz7iscTAeMLTqHtF9GorWS6iM,https://deepdao.io/user/0x73c903e5175984406646bcdd837ee2a200eadcfd/verified_dao_experience
