,organizationId,platform,title,description,proposer,proposalCreatedAt,proposalNativeId,endedAt,status,totalVotes,choicesMappedToScores,proposalUrl,proposerProfilePageUrl
0,ff0a42f3-7691-4ea7-9c5b-7437434104d0,SNAPSHOT,Will USA be the biggest crypto market in the world?,,0x98ee51a2119520e562ed724ae2a933be5542bb9d,2022-05-30T02:51:42.000Z,0xfdc99aa2a50c8cc7c740d04afbed5db7e6317ecaf6af62bcc5b2b84c7a527e41,2023-01-19T04:00:00.000Z,ACTIVE,9,"{""Yes"":""["",""No"":""0""}",https://deepdao.io/feed-proposal/0xfdc99aa2a50c8cc7c740d04afbed5db7e6317ecaf6af62bcc5b2b84c7a527e41,https://deepdao.io/user/0x98ee51a2119520e562ed724ae2a933be5542bb9d/verified_dao_experience
1,37b8ab4b-dd9b-4cc6-a1f2-f98e4bc7d911,," Approve a proposal. At a later time, the proposal will be allocated to the beneficiary
 and the original deposit will be returned.

 May only be called from `T::ApproveOrigin`.

 # <weight>
 - Complexity: O(1).
 - DbReads: `Proposals`, `Approvals`
 - DbWrite: `Approvals`
 # </weight>",,GLVeryFRbg5hEKvQZcAnLvXZEXhiYaBjzSDwrXBXrfPF7wj,2021-03-03T11:10:54.000Z,kusama_636f756e-00000273,2021-03-04T09:56:54.000Z,ACTIVE,9,,https://deepdao.io/feed-proposal/kusama_636f756e-00000273,https://deepdao.io/user/GLVeryFRbg5hEKvQZcAnLvXZEXhiYaBjzSDwrXBXrfPF7wj/verified_dao_experience
2,26f4cf85-41c8-4158-a3bf-7fc2ededb7a3,SNAPSHOT,"Kryptoria DAOMaker Vote $10,000 Prize Pool","Kryptoria was recently accepted into the final shortlist for DAO Maker, one of the biggest and most trusted launchpads in Web3. THIS IS A HUGE DEAL. 🚀 

They love what we’re building and want to help launch Ellerium, our token. Whether or not DAO Maker take Kryptoria on is dependent on a community vote. They use voting activity as the main metric for project strength. 📈

It’s up to everyone here: team, community, partners to get this over the line. 🤝 

🪙 🪙 🪙 There is potentially a $10,000 allocation of Ellerium to be split between everyone who votes if (and only if) DAO Maker accept us. It’s in your hands. 🪙 🪙 🪙 

Vote page is open for the next 5 days. To vote:

1) Go to https://daomaker.com/company/kryptoria
2) Connect your wallet and click vote. DAO Maker will also give your wallet a score, based on value of assets. The higher the score, the bigger your share of the $10,000. 
3) Refer people to the page, follow DAO Maker and Kryptoria on Twitter, and visit their research page to increase your score. You can go back every 6 hours to increase your score and, thus, your share.
4) CONNECT YOUR OTHER WALLETS TO VOTE AGAIN
5) Get everyone you know, your grandparents, neighbours, kids to vote… if they have a wallet, they can vote and receive their share of the $10,000 of Ellerium. 

The team will be sending out daily reminders that the vote is live, for the next 6 days. There will also be a Tweet going out (to be added to this message) that will have DOUBLE CRP points for engagement on it. 

LFG!!!!!",0xdb8e967555f6a7832a7ff629d05f837ff7c8857e,2022-11-30T03:45:28.000Z,0xc4efab3bccb446b276de0df9aff91278478e246d74588895d44331827672691e,2022-12-03T20:00:00.000Z,ACTIVE,9,"{""daomaker.com/company/kryptoria"":""[""}",https://deepdao.io/feed-proposal/0xc4efab3bccb446b276de0df9aff91278478e246d74588895d44331827672691e,https://deepdao.io/user/0xdb8e967555f6a7832a7ff629d05f837ff7c8857e/verified_dao_experience
3,0fdb0f2a-0d23-49a8-a3b7-7cfebb9c8c07,SNAPSHOT,现在距离真正的Web3是不是还有一段很长的路要走？,,0x736c3f333f6766c8ba73648b64ff5fcd42edae7d,2022-11-25T14:40:38.000Z,0xf7fd0159f393b8f68383e8b1136e57261105ec1020fb619099f8fef805d45109,2022-12-10T04:00:00.000Z,ACTIVE,9,"{""是"":""["",""不是"":""8""}",https://deepdao.io/feed-proposal/0xf7fd0159f393b8f68383e8b1136e57261105ec1020fb619099f8fef805d45109,https://deepdao.io/user/0x736c3f333f6766c8ba73648b64ff5fcd42edae7d/verified_dao_experience
4,37b8ab4b-dd9b-4cc6-a1f2-f98e4bc7d911,," Schedule an emergency cancellation of a referendum. Cannot happen twice to the same
 referendum.

 The dispatch origin of this call must be `CancellationOrigin`.

 -`ref_index`: The index of the referendum to cancel.

 # <weight>
 - Complexity: `O(1)`.
 - Db reads: `ReferendumInfoOf`, `Cancellations`
 - Db writes: `ReferendumInfoOf`, `Cancellations`
 -------------
 - Base Weight: 34.25 µs
 # </weight>",,GLVeryFRbg5hEKvQZcAnLvXZEXhiYaBjzSDwrXBXrfPF7wj,2020-07-21T06:19:36.000Z,kusama_636f756e-00000182,2020-07-21T12:46:18.000Z,ACTIVE,9,,https://deepdao.io/feed-proposal/kusama_636f756e-00000182,https://deepdao.io/user/GLVeryFRbg5hEKvQZcAnLvXZEXhiYaBjzSDwrXBXrfPF7wj/verified_dao_experience
5,4b71babe-cd23-4350-a553-03f0ddf84449,SNAPSHOT,Do you think BTC ETF will pass in 2022?,,0xdf1c6d843e722c50b1f2d46308a4d5ffffb0d36e,2022-03-15T16:56:11.000Z,0x84c45ec4c6454e32d5bbbacbf034bfd5d98bf01bc90a2b43e492da636d206284,2022-12-29T04:00:00.000Z,ACTIVE,9,"{""Yes"":""["",""No"":""1""}",https://deepdao.io/feed-proposal/0x84c45ec4c6454e32d5bbbacbf034bfd5d98bf01bc90a2b43e492da636d206284,https://deepdao.io/user/0xdf1c6d843e722c50b1f2d46308a4d5ffffb0d36e/verified_dao_experience
6,37b8ab4b-dd9b-4cc6-a1f2-f98e4bc7d911,," Kill all storage items with a key that starts with the given prefix.

 **NOTE:** We rely on the Root origin to provide us the number of subkeys under
 the prefix we are removing to accurately calculate the weight of this function.

 # <weight>
 - `O(P)` where `P` amount of keys with prefix `prefix`
 - `P` storage deletions.
 - Base Weight: 0.834 * P µs
 - Writes: Number of subkeys + 1
 # </weight>",,EGVQCe73TpFyAZx5uKfE1222XfkT3BSKozjgcqzLBnc5eYo,2020-06-29T12:06:24.000Z,kusama_636f756e-00000169,2020-06-29T17:41:18.000Z,ACTIVE,9,,https://deepdao.io/feed-proposal/kusama_636f756e-00000169,https://deepdao.io/user/EGVQCe73TpFyAZx5uKfE1222XfkT3BSKozjgcqzLBnc5eYo/verified_dao_experience
7,37b8ab4b-dd9b-4cc6-a1f2-f98e4bc7d911,," Schedule a majority-carries referendum to be tabled next once it is legal to schedule
 an external referendum.

 The dispatch of this call must be `ExternalMajorityOrigin`.

 - `proposal_hash`: The preimage hash of the proposal.

 Unlike `external_propose`, blacklisting has no effect on this and it may replace a
 pre-scheduled `external_propose` call.

 # <weight>
 - `O(1)`.
 - One DB change.
 # </weight>",,H9eSvWe34vQDJAWckeTHWSqSChRat8bgKHG39GC1fjvEm7y,2020-04-16T21:11:24.000Z,kusama_636f756e-00000123,,ACTIVE,9,,https://deepdao.io/feed-proposal/kusama_636f756e-00000123,https://deepdao.io/user/H9eSvWe34vQDJAWckeTHWSqSChRat8bgKHG39GC1fjvEm7y/verified_dao_experience
8,4b71babe-cd23-4350-a553-03f0ddf84449,SNAPSHOT,Is there any possibility that $People exceed 0.5U in 2022?,,0x4c41647170e709937301254ad3a4290de2184e0b,2022-03-18T08:35:34.000Z,0x7ffac1f813f67e05735c6934ac8aa0b8d9f75625d87ff29adff9a532fca06028,2022-12-12T04:00:00.000Z,ACTIVE,9,"{""Yes"":""["",""No"":""0""}",https://deepdao.io/feed-proposal/0x7ffac1f813f67e05735c6934ac8aa0b8d9f75625d87ff29adff9a532fca06028,https://deepdao.io/user/0x4c41647170e709937301254ad3a4290de2184e0b/verified_dao_experience
9,da9956dc-8a87-40c0-a066-b8991d67e574,SNAPSHOT,cake的应用场景多不多？,,0x1c3ee058c958e046426aed15ce2faa9bd22584e6,2022-01-07T12:04:57.000Z,0x30ac343b47220f79e15a928e4117e19b3e9bf9f005d715c6146d2b078cb13d95,2023-01-30T04:00:00.000Z,ACTIVE,9,"{""非常少"":""["",""还可以"":""9"",""多"":""."",""丰富多彩"":""9""}",https://deepdao.io/feed-proposal/0x30ac343b47220f79e15a928e4117e19b3e9bf9f005d715c6146d2b078cb13d95,https://deepdao.io/user/0x1c3ee058c958e046426aed15ce2faa9bd22584e6/verified_dao_experience
